"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-11","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","85",",,W","58",",,W","  290",",,W","  290",",,W","29.1",",,W","42.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-12","18.79",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","66",",,W","46",",,W","  270",",,W","  270",",,W","35.1",",,W","45.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-13","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","60",",,W","43",",,W","  320",",,W","  330",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-14","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","68",",,W","39",",,W","  300",",,W","  300",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-15","14.09",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","61",",,W","42",",,W","  310",",,W","  310",",,W","30.0",",,W","38.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-16","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","42","H,,S","48",",,W","33",",,W","  310",",,W","  300",",,W","25.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-17","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","41","H,,S","56",",,W","31",",,W","  260",",,W","  290",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-18","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","63",",,W","35",",,W","  160",",,W","  160",",,W","25.1",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-19","7.16",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","76",",,W","51",",,W","  210",",,W","  210",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-20","7.16",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","69",",,W","50",",,W","   70",",,W","   40",",,W","14.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-21","8.95",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","59","H,,S","63",",,W","44",",,W","  290",",,W","  290",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-22","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","50","H,,S","63",",,W","40",",,W","  110",",,W","   50",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-23","12.08",",,W",,,"0.94",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","54",",,W","49",",,W","  100",",,W","  120",",,W","21.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-24","12.30",",,W",,,"0.24",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","57",",,W","42",",,W","  320",",,W","  320",",,W","25.1",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-25","4.03",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","56",",,W","38",",,W","  120",",,W","  190",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-26","8.50",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","59",",,W","48",",,W","  160",",,W","  170",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-27","10.51",",,W",,,"0.35",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","55",",,W","47",",,W","  100",",,W","  100",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-28","13.42",",,W",,,"0.38",",,W,2400","0.0","T,,W,","0.0",",,W,","44","H,,S","47",",,W","34",",,W","  290",",,W","  300",",,W","31.1",",,W","40.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-29","12.08",",,W",,,"0.01",",,W,2400","0.0","T,,W,","0.0",",,W,","41","H,,S","49",",,W","35",",,W","  300",",,W","  310",",,W","23.9",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-30","9.62",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","53",",,W","40",",,W","  180",",,W","  170",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-10-31","10.51",",,W",,,"0.33",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","51",",,W","44",",,W","  270",",,W","  270",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-01","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","56",",,W","40",",,W","  260",",,W","  270",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-02","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","70",",,W","45",",,W","  130",",,W","  140",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-03","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","71",",,W","45",",,W","  140",",,W","  140",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-04","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","62",",,W","52",",,W","  170",",,W","  170",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-05","15.43",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","65",",,W","42",",,W","  260",",,W","  270",",,W","25.1",",,W","32.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-06","11.18",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","47",",,W","39",",,W","  260",",,W","  290",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-07","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","41","H,,S","50",",,W","33",",,W","  270",",,W","  270",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-08","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","59",",,W","43",",,W","  210",",,W","  200",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-09","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","62",",,W","44",",,W","  190",",,W","  200",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-10","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","61",",,W","38",",,W","  160",",,W","  160",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-11","10.29",",,W",,,"1.73",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","53",",,W","42",",,W","  340",",,W","  350",",,W","25.9",",,W","34.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-12","21.47",",,W",,,"0.37",",,W,2400","0.0",",,W,","0.0",",,W,","43","H,,S","45",",,W","37",",,W","  310",",,W","  300",",,W","31.1",",,W","42.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-13","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","45",",,W","31",",,W","  310",",,W","  300",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-14","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","41","H,,S","57",",,W","32",",,W","  180",",,W","  130",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-15","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","62",",,W","38",",,W","  170",",,W","  170",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-16","13.87",",,W",,,"0.17",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","53",",,W","47",",,W","  150",",,W","  140",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-17","12.75",",,W",,,"1.21",",,W,2400","0.0",",,W,","0.0",",,W,","50","H,,S","55",",,W","49",",,W","  120",",,W","  120",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-18","17.00",",,W",,,"0.50",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","59",",,W","37",",,W","  270",",,W","  250",",,W","29.1",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-19","21.25",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","35","H,,S","37",",,W","30",",,W","  260",",,W","  300",",,W","33.1",",,W","48.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-20","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","29","H,,S","31",",,W","25",",,W","  270",",,W","  270",",,W","25.9",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-21","7.61",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","23","H,,S","28",",,W","15",",,W","  300",",,W","  270",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-22","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","24","H,,S","34",",,W","17",",,W","  170",",,W","  150",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-23","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","33","H,,S","46",",,W","25",",,W","  310",",,W","  300",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-24","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","35","H,,S","46",",,W","28",",,W","  130",",,W","  130",",,W","21.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-25","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","42","H,,S","51",",,W","33",",,W","  210",",,W","  210",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-26","13.42",",,W",,,"0.12",",,W,2400","1.3",",,W,","0.0",",,W,","35","H,,S","40",",,W","24",",,W","  340",",,W","  350",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-27","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","24","H,,S","27",",,W","18",",,W","  340",",,W","  330",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-28","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","21","H,,S","30",",,W","14",",,W","  230",",,W","  230",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-29","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","25","H,,S","34",",,W","19",",,W","  130",",,W","   50",",,W","8.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-11-30","9.17",",,W",,,"0.41",",,W,2400","3.8",",,W,","3.1",",,W,","31","H,,S","35",",,W","28",",,W","   80",",,W","   40",",,W","16.1",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W","    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-01","6.71",",,W",,,"0.09",",,W,2400","0.1",",,W,","3.9",",,W,","33","H,,S","34",",,W","26",",,W","  100",",,W","   90",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-02","5.59",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","3.1",",,W,","30","H,,S","36",",,W","28",",,W","  300",",,W","  320",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-03","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,","29","H,,S","35",",,W","22",",,W","  230",",,W","  220",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-04","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,","32","H,,S","47",",,W","22",",,W","  170",",,W","  190",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-05","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","40","H,,S","44",",,W","38",",,W","  170",",,W","  180",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-06","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","39","H,,S","40",",,W","32",",,W","  180",",,W","  180",",,W","8.1",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-07","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","35","H,,S","46",",,W","31",",,W","  130",",,W","  140",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-08","4.70",",,W",,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","42",",,W","29",",,W","  160",",,W","   90",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-09","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","47",",,W","30",",,W","  160",",,W","  170",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-10","10.74",",,W",,,"0.16",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","47",",,W","37",",,W","  300",",,W","  290",",,W","25.1",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-11","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","39","H,,S","39",",,W","36",",,W","   90",",,W","  320",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-12","5.37",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","41",",,W","35",",,W","   50",",,W","   30",",,W","10.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-13","10.51",",,W",,,"0.12",",,W,2400","0.0",",,W,","0.0",",,W,","39","H,,S","40",",,W","38",",,W","  360",",,W","  360",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-14","17.67",",,W",,,"0.63",",,W,2400","0.0","T,,W,","0.0",",,W,","37","H,,S","39",",,W","32",",,W","  360",",,W","  360",",,W","30.0",",,W","38.9",",,W","    1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-15","10.74",",,W",,,"0.01",",,W,2400","0.0","T,,W,","0.0",",,W,","33","H,,S","35",",,W","31",",,W","  100",",,W","  110",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-16","14.32",",,W",,,"0.37",",,W,2400","0.7",",,W,","1.2",",,W,","35","H,,S","41",",,W","24",",,W","  260",",,W","  260",",,W","28.0",",,W","35.1",",,W","    1",",,W",,,"    1",",,W","    1",",,W",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-17","15.21",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","26","H,,S","29",",,W","17",",,W","  270",",,W","  260",",,W","25.9",",,W","33.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-18","12.97",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0","T,,W,","19","H,,S","22",",,W","9",",,W","  300",",,W","  270",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-19","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","14","H,,S","28",",,W","8",",,W","  150",",,W","  150",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-20","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","31","H,,S","41",",,W","27",",,W","  360",",,W","   20",",,W","14.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-21","7.83",",,W",,,"0.02",",,W,2400","0.3",",,W,","0.0",",,W,","32","H,,S","33",",,W","30",",,W","  360",",,W","  340",",,W","15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-22","12.53",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0","T,,W,","31","H,,S","35",",,W","30",",,W","  120",",,W","  130",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-23","11.41",",,W",,,"0.38",",,W,2400","0.5",",,W,","0.0",",,W,","35","H,,S","36",",,W","27",",,W","  260",",,W","  260",",,W","25.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-24","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","26","H,,S","27",",,W","23",",,W","  260",",,W","  270",",,W","25.1",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-12-25","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","27","H,,S","30",",,W","25",",,W","  140",",,W","  160",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,"    1",",,W",,
